head_noun,head_noun_in_main_clause,clause_verb,filler_gap_dependency,restrictiveness,relativizer,head_noun_in_rc,relative_clause,relative_clause_length,rc_type,structure_pattern,file,sent,sentence_word_count,sentence_verb_count
ending,dobj,leaves,1,restrictive,that,nsubj,that leaves the door open for the next installment but closes this chapter with real power,16,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Remarkably, though, director Andy Muschietti’s thriller doesn’t feel incomplete without the second segment, more than capably delivering enough scares and emotional resonance — not to mention an ending that leaves the door open for the next installment but closes this chapter with real power.",52,6
everyone,dobj,stayed,3,restrictive,who,nsubj,who has ever stayed in it suicidally insane,8,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,The plot of 1408 is the simplest thing: John Cusack is a writer who specializes in the paranormal and insists on staying in a hotel room that has driven everyone who has ever stayed in it suicidally insane.,40,9
film,nsubj,dead,10,restrictive,zero,zero,until all but one are dead,6,SRC,zero relative,input_texts/completed-websites-f25/vulture.txt,"A film about 50 boys walking until all but one are dead sounds repetitive, but it’s impressively lithe, finding new little twists and ridges in its story; a movie about drudgery that never gets bogged down.",42,6
manuscript,dobj,hates,2,restrictive,which,pobj,— which she hates — and write something more to her liking,12,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/vulture.txt,"She’s fantastic as Annie Wilkes, the obsessive fan of Paul Sheldon (James Caan), a popular romance author who she holds prisoner in her home until he agrees to abandon his new manuscript — which she hates — and write something more to her liking.",51,6
guy,nsubj,wrote,1,restrictive,who,nsubj,who wrote The Menu,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,Did you know that the guy who wrote future hopecore classic A Big Bold Beautiful Journey is the same guy who wrote The Menu?,25,5
boxes,nsubj,carried,4,restrictive,zero,zero,the delivery boys carried,4,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"They were sued for reasons I can’t fully recall, but I do remember that their entire defense was a UPS-themed strip show where the boxes the delivery boys carried appeared to rotate on their wangs.",39,11
point,nsubj,’,2,restrictive,zero,zero,I ’ m trying to make,6,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"The point I’m trying to make is, Banana Ball is such a positive masculinity.",18,5
referee,nsubj,throws,1,restrictive,who,nsubj,who throws ass,3,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,And that the referee who throws ass got to throw ass.,12,3
member,nsubj,won,1,restrictive,who,nsubj,who won ’,3,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,The latest cast member who won’t be returning for the upcoming season?,15,3
everyone,nsubj,confirmed,2,restrictive,who,nsubj,who has confirmed they will be saying farewell to Studio 8H so far,13,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Here’s everyone who has confirmed they will be saying farewell to Studio 8H so far, and who’s going to stay for another round.",29,8
Nwodim,nsubj,joined,1,restrictive,who,nsubj,who joined the show in 2018,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Nwodim, who joined the show in 2018, announced her decision to leave the show after seven seasons.",20,3
Gardner,nsubj,joined,1,restrictive,who,nsubj,who joined the show in 2017,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Gardner, who joined the show in 2017, was a utility player in sketches, a deft impressionist, and created a number of memorable “Weekend Update” characters, including teen film critic Bailey Gismert and Angel (a.k.a.",43,4
Wakim,nsubj,joined,1,restrictive,who,nsubj,who joined SNL in 2024,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Emil Wakim, who joined SNL in 2024, announced his time at SNL had come to an end in an August 27 Instagram post.",26,4
comedian,nsubj,marked,7,restrictive,whose,poss,whose one season on the show was marked by a pair of memorable appearances at the “ Weekend Update ” desk,21,ORC,NP + whose + NP2 + Verb,input_texts/completed-websites-f25/vulture.txt,"The comedian, whose one season on the show was marked by a pair of memorable appearances at the “Weekend Update” desk, wrote that the news came as a “gut punch, ” but that he was “grateful” for his time there: “Every time i scanned into the building i would think how insane it is to get to work there.",70,10
Higgins,nsubj,joined,1,restrictive,who,nsubj,who joined the show alongside Please Don ’ t Destroy co-members Ben Marshall and Martin Herlihy in 2021,18,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"John Higgins, who joined the show alongside Please Don’t Destroy co-members Ben Marshall and Martin Herlihy in 2021, is exiting the show to pursue acting opportunities.",31,5
something,dobj,makes,1,restrictive,that,nsubj,that makes saying goodbye so hard,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"As that fat lil bear Winnie the Pooh once said, ‘How lucky I am to have something that makes saying goodbye so hard.",26,5
Castillo,nsubj,had,1,restrictive,who,nsubj,who had two stints in the writers ’ room ( seasons 43–47,12,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Castillo, who had two stints in the writers’ room (seasons 43–47, then seasons 49–50) announced his departure in a September 4 Instagram post.",29,4
Yim,nsubj,hired,2,restrictive,who,nsubjpass,who was hired in 2020 and frequently wrote with Bowen Yang,11,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/vulture.txt,"Yim, who was hired in 2020 and frequently wrote with Bowen Yang, announced on August 25 that they’re departing the show after five seasons.",29,6
Baker,nsubj,hired,2,restrictive,who,nsubjpass,who was hired in 2022 and wrote on the show for four seasons,13,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/vulture.txt,"Rosebud Baker, who was hired in 2022 and wrote on the show for four seasons, also confirmed she’s leaving the writers’ room on August 25 — the same day as she announced a fall comedy tour.",42,8
Child,nsubj,comes,1,restrictive,which,nsubj,which comes out in November,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Williams’s The Pelican Child, which comes out in November, is a collection of short stories taking place in “an indifferent and caustic world.",29,4
Everything,nsubj,Know,2,restrictive,zero,zero,We Know About Charlie Kirk ’,6,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,Everything We Know About Charlie Kirk’s Fatal Shooting.,11,2
Voice,nsubj,airs,1,restrictive,which,nsubj,which airs The Charlie Kirk Show,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"” The conservative news outlet Real America’s Voice, which airs The Charlie Kirk Show, reported that Kirk was assassinated.",24,4
shooter,nsubjpass,has,1,restrictive,who,nsubj,who has yet to be publicly identified,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Trump seemed to suggest that the suspected shooter, who has yet to be publicly identified, was turned in by his father.",24,7
rifle,nsubj,found,2,restrictive,that,nsubjpass,that was found wrapped in a towel in a “ grassy area ” with a scope,16,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/vulture.txt,"30-06 caliber bolt-action rifle that was found wrapped in a towel in a “grassy area” with a scope mounted on it, Utah governor Spencer Cox said.",30,5
those,dobj,remain,1,restrictive,who,nsubj,who remain on campus,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,UVU sent an alert advising those who remain on campus to “secure in place until police officers can escort you safely off campus.,25,5
person,dobj,shot,1,restrictive,who,nsubj,who shot and killed Charlie Kirk,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"“We don’t yet know what motivated the person who shot and killed Charlie Kirk, but this kind of despicable violence has no place in our democracy, ” Obama wrote on X.",37,7
Kosta,nsubj,hosted,1,restrictive,who,nsubj,who hosted the September 11 episode of The Daily Show,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Michael Kosta, who hosted the September 11 episode of The Daily Show, focused on the ways in which politicians were discussing Kirk’s shooting.",28,6
Kimmel,nsubj,released,2,restrictive,who,nsubj,who also released a clip of his statement before the episode aired on September 11,15,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Kimmel, who also released a clip of his statement before the episode aired on September 11, condemned the extreme reactions to Kirk’s “senseless” murder.",31,4
Colbert,nsubj,expressed,2,restrictive,who,nsubj,who then expressed his condolences to the Kirk family in an aside to the monologue,15,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"The Late Show filmed its news segment before the news of Kirk’s death, explained Stephen Colbert, who then expressed his condolences to the Kirk family in an aside to the monologue.",36,4
Pritcher,dobj,shoots,1,restrictive,who,nsubj,who shoots Gaal in the gut,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Of course, Bayta converts Pritcher, who shoots Gaal in the gut.",14,2
skull,dobj,override,2,restrictive,that,nsubj,that may override her programming,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Demerzel can’t allow herself to try to turn on the skull that may override her programming, but Brother Dude can do it for her.",28,6
All,nsubj,left,2,restrictive,that,nsubjpass,that is left,3,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/vulture.txt,"All that is left is the baby we saw at the beginning, which Dusk, now Brother Darkness, kidnaps and places in the middle of a room as a trap for Demerzel.",35,4
darkness,dobj,coming,2,restrictive,that,nsubj,that was coming for the universe after the Empire ’ s fall,12,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"The old emperor even acknowledges that he’s become what Seldon always knew would happen, the darkness that was coming for the universe after the Empire’s fall.",32,8
Preem,dobj,welcomes,1,restrictive,who,nsubj,who welcomes her to the Second Foundation and the Prime Radiant,11,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"We see Quent arrive at the imperial library and find Preem, who welcomes her to the Second Foundation and the Prime Radiant.",24,3
Kalle,nsubj,accompanied,2,restrictive,who,nsubjpass,who is accompanied by another robot ( one that can ’ t be anything except a robot given he has no skin,22,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/vulture.txt,"Who picks that signal up but Kalle, our favorite is-she-or-isn’t-she-a-robot, who is accompanied by another robot (one that can’t be anything except a robot given he has no skin, is completely golden, and is made of metal).",48,10
Hari,nsubj,sorry,3,restrictive,who,nsubj,who seems genuinely sorry that he was unable to fully warn Gaal about Bayta,14,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Poor AI Hari, who seems genuinely sorry that he was unable to fully warn Gaal about Bayta (did he not know it was her or was he prevented from saying anything?",34,9
